Product Id (CUSIP) is: 3137EAED7, Bid price is: 99.630859, Offer price is: 99.642578;
Product Id (CUSIP) is: 3137EAEB1, Bid price is: 100.601563, Offer price is: 100.617188;
Product Id (CUSIP) is: 3137EAEC9, Bid price is: 100.257813, Offer price is: 100.273438;
Product Id (CUSIP) is: 3137EAEC9, Bid price is: 100.257813, Offer price is: 100.273438;
Product Id (CUSIP) is: 3137EADB2, Bid price is: 100.109375, Offer price is: 100.117188;
Product Id (CUSIP) is: 3137EADB2, Bid price is: 100.109375, Offer price is: 100.117188;
Product Id (CUSIP) is: 3134A3U46, Bid price is: 99.388672, Offer price is: 99.400391;
Product Id (CUSIP) is: 3134A3U46, Bid price is: 99.388672, Offer price is: 99.400391;
Product Id (CUSIP) is: 3134A4KX1, Bid price is: 100.814453, Offer price is: 100.826172;
Product Id (CUSIP) is: 3134A4KX1, Bid price is: 100.814453, Offer price is: 100.826172;
Product Id (CUSIP) is: 3137EAED7, Bid price is: 100.888672, Offer price is: 100.900391;
Product Id (CUSIP) is: 3137EAED7, Bid price is: 100.888672, Offer price is: 100.900391;
Product Id (CUSIP) is: 3137EAEB1, Bid price is: 99.054688, Offer price is: 99.070313;
Product Id (CUSIP) is: 3137EAEB1, Bid price is: 99.054688, Offer price is: 99.070313;
Product Id (CUSIP) is: 3137EAEC9, Bid price is: 99.294922, Offer price is: 99.306641;
Product Id (CUSIP) is: 3137EAEC9, Bid price is: 99.294922, Offer price is: 99.306641;
Product Id (CUSIP) is: 3137EADB2, Bid price is: 100.941406, Offer price is: 100.957031;
Product Id (CUSIP) is: 3137EADB2, Bid price is: 100.941406, Offer price is: 100.957031;
Product Id (CUSIP) is: 3134A3U46, Bid price is: 99.339844, Offer price is: 99.355469;
Product Id (CUSIP) is: 3134A3U46, Bid price is: 99.339844, Offer price is: 99.355469;
Product Id (CUSIP) is: 3134A4KX1, Bid price is: 100.773438, Offer price is: 100.789063;
Product Id (CUSIP) is: 3134A4KX1, Bid price is: 100.773438, Offer price is: 100.789063;
Product Id (CUSIP) is: 3137EAED7, Bid price is: 99.339844, Offer price is: 99.347656;
Product Id (CUSIP) is: 3137EAED7, Bid price is: 99.339844, Offer price is: 99.347656;
Product Id (CUSIP) is: 3137EAEB1, Bid price is: 99.464844, Offer price is: 99.480469;
Product Id (CUSIP) is: 3137EAEB1, Bid price is: 99.464844, Offer price is: 99.480469;
Product Id (CUSIP) is: 3137EAEC9, Bid price is: 100.765625, Offer price is: 100.781250;
Product Id (CUSIP) is: 3137EAEC9, Bid price is: 100.765625, Offer price is: 100.781250;
Product Id (CUSIP) is: 3137EADB2, Bid price is: 99.828125, Offer price is: 99.835938;
Product Id (CUSIP) is: 3137EADB2, Bid price is: 99.828125, Offer price is: 99.835938;
Product Id (CUSIP) is: 3134A3U46, Bid price is: 99.332031, Offer price is: 99.339844;
Product Id (CUSIP) is: 3134A3U46, Bid price is: 99.332031, Offer price is: 99.339844;
Product Id (CUSIP) is: 3134A4KX1, Bid price is: 100.734375, Offer price is: 100.750000;
Product Id (CUSIP) is: 3134A4KX1, Bid price is: 100.734375, Offer price is: 100.750000;
Product Id (CUSIP) is: 3137EAED7, Bid price is: 99.601563, Offer price is: 99.617188;
Product Id (CUSIP) is: 3137EAED7, Bid price is: 99.601563, Offer price is: 99.617188;
Product Id (CUSIP) is: 3137EAEB1, Bid price is: 99.550781, Offer price is: 99.566406;
Product Id (CUSIP) is: 3137EAEB1, Bid price is: 99.550781, Offer price is: 99.566406;
Product Id (CUSIP) is: 3137EAEC9, Bid price is: 100.250000, Offer price is: 100.265625;
Product Id (CUSIP) is: 3137EAEC9, Bid price is: 100.250000, Offer price is: 100.265625;
Product Id (CUSIP) is: 3137EADB2, Bid price is: 99.486328, Offer price is: 99.498047;
Product Id (CUSIP) is: 3137EADB2, Bid price is: 99.486328, Offer price is: 99.498047;
Product Id (CUSIP) is: 3134A3U46, Bid price is: 100.060547, Offer price is: 100.072266;
Product Id (CUSIP) is: 3134A3U46, Bid price is: 100.060547, Offer price is: 100.072266;
Product Id (CUSIP) is: 3134A4KX1, Bid price is: 99.957031, Offer price is: 99.964844;
Product Id (CUSIP) is: 3134A4KX1, Bid price is: 99.957031, Offer price is: 99.964844;
Product Id (CUSIP) is: 3137EAED7, Bid price is: 99.406250, Offer price is: 99.421875;
Product Id (CUSIP) is: 3137EAED7, Bid price is: 99.406250, Offer price is: 99.421875;
Product Id (CUSIP) is: 3137EAEB1, Bid price is: 99.710938, Offer price is: 99.726563;
Product Id (CUSIP) is: 3137EAEB1, Bid price is: 99.710938, Offer price is: 99.726563;
Product Id (CUSIP) is: 3137EAEC9, Bid price is: 99.949219, Offer price is: 99.964844;
Product Id (CUSIP) is: 3137EAEC9, Bid price is: 99.949219, Offer price is: 99.964844;
Product Id (CUSIP) is: 3137EADB2, Bid price is: 100.693359, Offer price is: 100.705078;
Product Id (CUSIP) is: 3137EADB2, Bid price is: 100.693359, Offer price is: 100.705078;
Product Id (CUSIP) is: 3134A3U46, Bid price is: 100.812500, Offer price is: 100.828125;
Product Id (CUSIP) is: 3134A3U46, Bid price is: 100.812500, Offer price is: 100.828125;
Product Id (CUSIP) is: 3134A4KX1, Bid price is: 99.527344, Offer price is: 99.542969;
Product Id (CUSIP) is: 3134A4KX1, Bid price is: 99.527344, Offer price is: 99.542969;
Product Id (CUSIP) is: 3137EAED7, Bid price is: 99.990234, Offer price is: 100.001953;
Product Id (CUSIP) is: 3137EAED7, Bid price is: 99.990234, Offer price is: 100.001953;
Product Id (CUSIP) is: 3137EAEB1, Bid price is: 99.226563, Offer price is: 99.242188;
Product Id (CUSIP) is: 3137EAEB1, Bid price is: 99.226563, Offer price is: 99.242188;
Product Id (CUSIP) is: 3137EAEC9, Bid price is: 99.312500, Offer price is: 99.328125;
Product Id (CUSIP) is: 3137EAEC9, Bid price is: 99.312500, Offer price is: 99.328125;
Product Id (CUSIP) is: 3137EADB2, Bid price is: 100.904297, Offer price is: 100.916016;
Product Id (CUSIP) is: 3137EADB2, Bid price is: 100.904297, Offer price is: 100.916016;
Product Id (CUSIP) is: 3134A3U46, Bid price is: 100.048828, Offer price is: 100.060547;
Product Id (CUSIP) is: 3134A3U46, Bid price is: 100.048828, Offer price is: 100.060547;
Product Id (CUSIP) is: 3134A4KX1, Bid price is: 100.132813, Offer price is: 100.140625;
Product Id (CUSIP) is: 3134A4KX1, Bid price is: 100.132813, Offer price is: 100.140625;
Product Id (CUSIP) is: 3137EAED7, Bid price is: 99.130859, Offer price is: 99.142578;
Product Id (CUSIP) is: 3137EAED7, Bid price is: 99.130859, Offer price is: 99.142578;
Product Id (CUSIP) is: 3137EAEB1, Bid price is: 100.722656, Offer price is: 100.738281;
Product Id (CUSIP) is: 3137EAEB1, Bid price is: 100.722656, Offer price is: 100.738281;
Product Id (CUSIP) is: 3137EAEC9, Bid price is: 100.812500, Offer price is: 100.820313;
Product Id (CUSIP) is: 3137EAEC9, Bid price is: 100.812500, Offer price is: 100.820313;
Product Id (CUSIP) is: 3137EADB2, Bid price is: 100.023438, Offer price is: 100.031250;
Product Id (CUSIP) is: 3137EADB2, Bid price is: 100.023438, Offer price is: 100.031250;
Product Id (CUSIP) is: 3134A3U46, Bid price is: 100.449219, Offer price is: 100.464844;
Product Id (CUSIP) is: 3134A3U46, Bid price is: 100.449219, Offer price is: 100.464844;
Product Id (CUSIP) is: 3134A4KX1, Bid price is: 99.183594, Offer price is: 99.199219;
Product Id (CUSIP) is: 3134A4KX1, Bid price is: 99.183594, Offer price is: 99.199219;
Product Id (CUSIP) is: 3137EAED7, Bid price is: 100.681641, Offer price is: 100.693359;
Product Id (CUSIP) is: 3137EAED7, Bid price is: 100.681641, Offer price is: 100.693359;
Product Id (CUSIP) is: 3137EAEB1, Bid price is: 99.343750, Offer price is: 99.359375;
Product Id (CUSIP) is: 3137EAEB1, Bid price is: 99.343750, Offer price is: 99.359375;
Product Id (CUSIP) is: 3137EAEC9, Bid price is: 100.822266, Offer price is: 100.833984;
Product Id (CUSIP) is: 3137EAEC9, Bid price is: 100.822266, Offer price is: 100.833984;
Product Id (CUSIP) is: 3137EADB2, Bid price is: 99.144531, Offer price is: 99.160156;
Product Id (CUSIP) is: 3137EADB2, Bid price is: 99.144531, Offer price is: 99.160156;
Product Id (CUSIP) is: 3134A3U46, Bid price is: 99.933594, Offer price is: 99.949219;
Product Id (CUSIP) is: 3134A3U46, Bid price is: 99.933594, Offer price is: 99.949219;
Product Id (CUSIP) is: 3134A4KX1, Bid price is: 99.626953, Offer price is: 99.638672;
Product Id (CUSIP) is: 3134A4KX1, Bid price is: 99.626953, Offer price is: 99.638672;
Product Id (CUSIP) is: 3137EAED7, Bid price is: 99.925781, Offer price is: 99.941406;
Product Id (CUSIP) is: 3137EAED7, Bid price is: 99.925781, Offer price is: 99.941406;
Product Id (CUSIP) is: 3137EAEB1, Bid price is: 99.222656, Offer price is: 99.238281;
Product Id (CUSIP) is: 3137EAEB1, Bid price is: 99.222656, Offer price is: 99.238281;
Product Id (CUSIP) is: 3137EAEC9, Bid price is: 99.976563, Offer price is: 99.992188;
Product Id (CUSIP) is: 3137EAEC9, Bid price is: 99.976563, Offer price is: 99.992188;
Product Id (CUSIP) is: 3137EADB2, Bid price is: 99.904297, Offer price is: 99.916016;
Product Id (CUSIP) is: 3137EADB2, Bid price is: 99.904297, Offer price is: 99.916016;
Product Id (CUSIP) is: 3134A3U46, Bid price is: 99.554688, Offer price is: 99.570313;
Product Id (CUSIP) is: 3134A3U46, Bid price is: 99.554688, Offer price is: 99.570313;
Product Id (CUSIP) is: 3134A4KX1, Bid price is: 99.695313, Offer price is: 99.703125;
Product Id (CUSIP) is: 3134A4KX1, Bid price is: 99.695313, Offer price is: 99.703125;
Product Id (CUSIP) is: 3137EAED7, Bid price is: 100.177734, Offer price is: 100.189453;
Product Id (CUSIP) is: 3137EAED7, Bid price is: 100.177734, Offer price is: 100.189453;
Product Id (CUSIP) is: 3137EAEB1, Bid price is: 100.447266, Offer price is: 100.458984;
Product Id (CUSIP) is: 3137EAEB1, Bid price is: 100.447266, Offer price is: 100.458984;
Product Id (CUSIP) is: 3137EAEC9, Bid price is: 100.892578, Offer price is: 100.904297;
Product Id (CUSIP) is: 3137EAEC9, Bid price is: 100.892578, Offer price is: 100.904297;
Product Id (CUSIP) is: 3137EADB2, Bid price is: 99.925781, Offer price is: 99.941406;
Product Id (CUSIP) is: 3137EADB2, Bid price is: 99.925781, Offer price is: 99.941406;
Product Id (CUSIP) is: 3134A3U46, Bid price is: 99.566406, Offer price is: 99.574219;
Product Id (CUSIP) is: 3134A3U46, Bid price is: 99.566406, Offer price is: 99.574219;
Product Id (CUSIP) is: 3134A4KX1, Bid price is: 99.644531, Offer price is: 99.660156;
Product Id (CUSIP) is: 3134A4KX1, Bid price is: 99.644531, Offer price is: 99.660156;
Product Id (CUSIP) is: 3137EAED7, Bid price is: 99.050781, Offer price is: 99.058594;
Product Id (CUSIP) is: 3137EAED7, Bid price is: 99.050781, Offer price is: 99.058594;
Product Id (CUSIP) is: 3137EAEB1, Bid price is: 100.787109, Offer price is: 100.798828;
Product Id (CUSIP) is: 3137EAEB1, Bid price is: 100.787109, Offer price is: 100.798828;
Product Id (CUSIP) is: 3137EAEC9, Bid price is: 100.105469, Offer price is: 100.113281;
Product Id (CUSIP) is: 3137EAEC9, Bid price is: 100.105469, Offer price is: 100.113281;
Product Id (CUSIP) is: 3137EADB2, Bid price is: 100.246094, Offer price is: 100.253906;
Product Id (CUSIP) is: 3137EADB2, Bid price is: 100.246094, Offer price is: 100.253906;
Product Id (CUSIP) is: 3134A3U46, Bid price is: 100.734375, Offer price is: 100.750000;
Product Id (CUSIP) is: 3134A3U46, Bid price is: 100.734375, Offer price is: 100.750000;
Product Id (CUSIP) is: 3134A4KX1, Bid price is: 100.640625, Offer price is: 100.656250;
Product Id (CUSIP) is: 3134A4KX1, Bid price is: 100.640625, Offer price is: 100.656250;
Product Id (CUSIP) is: 3137EAED7, Bid price is: 99.007813, Offer price is: 99.023438;
Product Id (CUSIP) is: 3137EAED7, Bid price is: 99.007813, Offer price is: 99.023438;
Product Id (CUSIP) is: 3137EAEB1, Bid price is: 100.773438, Offer price is: 100.781250;
Product Id (CUSIP) is: 3137EAEB1, Bid price is: 100.773438, Offer price is: 100.781250;
Product Id (CUSIP) is: 3137EAEC9, Bid price is: 99.433594, Offer price is: 99.441406;
Product Id (CUSIP) is: 3137EAEC9, Bid price is: 99.433594, Offer price is: 99.441406;
Product Id (CUSIP) is: 3137EADB2, Bid price is: 100.267578, Offer price is: 100.279297;
Product Id (CUSIP) is: 3137EADB2, Bid price is: 100.267578, Offer price is: 100.279297;
Product Id (CUSIP) is: 3134A3U46, Bid price is: 100.310547, Offer price is: 100.322266;
Product Id (CUSIP) is: 3134A3U46, Bid price is: 100.310547, Offer price is: 100.322266;
Product Id (CUSIP) is: 3134A4KX1, Bid price is: 100.355469, Offer price is: 100.371094;
Product Id (CUSIP) is: 3134A4KX1, Bid price is: 100.355469, Offer price is: 100.371094;
Product Id (CUSIP) is: 3137EAED7, Bid price is: 99.419922, Offer price is: 99.431641;
Product Id (CUSIP) is: 3137EAED7, Bid price is: 99.419922, Offer price is: 99.431641;
Product Id (CUSIP) is: 3137EAEB1, Bid price is: 99.339844, Offer price is: 99.355469;
Product Id (CUSIP) is: 3137EAEB1, Bid price is: 99.339844, Offer price is: 99.355469;
Product Id (CUSIP) is: 3137EAEC9, Bid price is: 99.878906, Offer price is: 99.894531;
Product Id (CUSIP) is: 3137EAEC9, Bid price is: 99.878906, Offer price is: 99.894531;
Product Id (CUSIP) is: 3137EADB2, Bid price is: 100.376953, Offer price is: 100.388672;
Product Id (CUSIP) is: 3137EADB2, Bid price is: 100.376953, Offer price is: 100.388672;
Product Id (CUSIP) is: 3134A3U46, Bid price is: 99.488281, Offer price is: 99.503906;
Product Id (CUSIP) is: 3134A3U46, Bid price is: 99.488281, Offer price is: 99.503906;
Product Id (CUSIP) is: 3134A4KX1, Bid price is: 99.826172, Offer price is: 99.837891;
Product Id (CUSIP) is: 3134A4KX1, Bid price is: 99.826172, Offer price is: 99.837891;
Product Id (CUSIP) is: 3137EAED7, Bid price is: 99.457031, Offer price is: 99.472656;
Product Id (CUSIP) is: 3137EAED7, Bid price is: 99.457031, Offer price is: 99.472656;
Product Id (CUSIP) is: 3137EAEB1, Bid price is: 100.009766, Offer price is: 100.021484;
Product Id (CUSIP) is: 3137EAEB1, Bid price is: 100.009766, Offer price is: 100.021484;
Product Id (CUSIP) is: 3137EAEC9, Bid price is: 99.611328, Offer price is: 99.623047;
Product Id (CUSIP) is: 3137EAEC9, Bid price is: 99.611328, Offer price is: 99.623047;
Product Id (CUSIP) is: 3137EADB2, Bid price is: 100.939453, Offer price is: 100.951172;
Product Id (CUSIP) is: 3137EADB2, Bid price is: 100.939453, Offer price is: 100.951172;
Product Id (CUSIP) is: 3134A3U46, Bid price is: 100.117188, Offer price is: 100.125000;
Product Id (CUSIP) is: 3134A3U46, Bid price is: 100.117188, Offer price is: 100.125000;
Product Id (CUSIP) is: 3134A4KX1, Bid price is: 100.425781, Offer price is: 100.441406;
Product Id (CUSIP) is: 3134A4KX1, Bid price is: 100.425781, Offer price is: 100.441406;
Product Id (CUSIP) is: 3137EAED7, Bid price is: 100.919922, Offer price is: 100.931641;
Product Id (CUSIP) is: 3137EAED7, Bid price is: 100.919922, Offer price is: 100.931641;
Product Id (CUSIP) is: 3137EAEB1, Bid price is: 99.218750, Offer price is: 99.234375;
Product Id (CUSIP) is: 3137EAEB1, Bid price is: 99.218750, Offer price is: 99.234375;
Product Id (CUSIP) is: 3137EAEC9, Bid price is: 100.775391, Offer price is: 100.787109;
Product Id (CUSIP) is: 3137EAEC9, Bid price is: 100.775391, Offer price is: 100.787109;
Product Id (CUSIP) is: 3137EADB2, Bid price is: 100.587891, Offer price is: 100.599609;
Product Id (CUSIP) is: 3137EADB2, Bid price is: 100.587891, Offer price is: 100.599609;
Product Id (CUSIP) is: 3134A3U46, Bid price is: 99.062500, Offer price is: 99.078125;
Product Id (CUSIP) is: 3134A3U46, Bid price is: 99.062500, Offer price is: 99.078125;
Product Id (CUSIP) is: 3134A4KX1, Bid price is: 99.619141, Offer price is: 99.630859;
Product Id (CUSIP) is: 3134A4KX1, Bid price is: 99.619141, Offer price is: 99.630859;
Product Id (CUSIP) is: 3137EAED7, Bid price is: 100.220703, Offer price is: 100.232422;
Product Id (CUSIP) is: 3137EAED7, Bid price is: 100.220703, Offer price is: 100.232422;
Product Id (CUSIP) is: 3137EAEB1, Bid price is: 100.183594, Offer price is: 100.199219;
Product Id (CUSIP) is: 3137EAEB1, Bid price is: 100.183594, Offer price is: 100.199219;
Product Id (CUSIP) is: 3137EAEC9, Bid price is: 100.531250, Offer price is: 100.539063;
Product Id (CUSIP) is: 3137EAEC9, Bid price is: 100.531250, Offer price is: 100.539063;
Product Id (CUSIP) is: 3137EADB2, Bid price is: 100.392578, Offer price is: 100.404297;
Product Id (CUSIP) is: 3137EADB2, Bid price is: 100.392578, Offer price is: 100.404297;
Product Id (CUSIP) is: 3134A3U46, Bid price is: 100.130859, Offer price is: 100.142578;
Product Id (CUSIP) is: 3134A3U46, Bid price is: 100.130859, Offer price is: 100.142578;
Product Id (CUSIP) is: 3134A4KX1, Bid price is: 99.808594, Offer price is: 99.824219;
Product Id (CUSIP) is: 3134A4KX1, Bid price is: 99.808594, Offer price is: 99.824219;
Product Id (CUSIP) is: 3137EAED7, Bid price is: 100.683594, Offer price is: 100.699219;
Product Id (CUSIP) is: 3137EAED7, Bid price is: 100.683594, Offer price is: 100.699219;
Product Id (CUSIP) is: 3137EAEB1, Bid price is: 100.763672, Offer price is: 100.775391;
Product Id (CUSIP) is: 3137EAEB1, Bid price is: 100.763672, Offer price is: 100.775391;
Product Id (CUSIP) is: 3137EAEC9, Bid price is: 99.574219, Offer price is: 99.589844;
Product Id (CUSIP) is: 3137EAEC9, Bid price is: 99.574219, Offer price is: 99.589844;
Product Id (CUSIP) is: 3137EADB2, Bid price is: 100.371094, Offer price is: 100.378906;
Product Id (CUSIP) is: 3137EADB2, Bid price is: 100.371094, Offer price is: 100.378906;
Product Id (CUSIP) is: 3134A3U46, Bid price is: 100.546875, Offer price is: 100.554688;
Product Id (CUSIP) is: 3134A3U46, Bid price is: 100.546875, Offer price is: 100.554688;
Product Id (CUSIP) is: 3134A4KX1, Bid price is: 100.000000, Offer price is: 100.007813;
Product Id (CUSIP) is: 3134A4KX1, Bid price is: 100.000000, Offer price is: 100.007813;
